,location,total_sqft,bath,price,bhk
8148,other,1200.0,2.0,85.0,1
8151,other,1325.0,2.0,90.0,3
8154,other,1056.0,2.0,80.0,2
8156,other,1600.0,3.0,86.0,3
8158,other,1544.0,3.0,120.0,3
8159,other,1200.0,2.0,65.0,2
8160,other,540.0,1.0,36.0,1
8161,other,1578.0,3.0,180.0,3
8163,other,1600.0,2.0,115.0,2
8164,other,416.0,1.0,18.5,1
8167,other,834.0,1.0,60.0,1
8168,other,1125.0,4.0,70.0,3
8169,other,3000.0,5.0,260.0,4
8170,other,2160.0,5.0,250.0,6
8172,other,469.0,1.0,25.0,1
8177,other,1630.0,2.0,200.0,2
8179,other,1200.0,2.0,70.0,3
8180,other,1350.0,3.0,77.0,3
8181,other,4046.0,4.0,445.0,4
8182,other,1180.0,2.0,78.34,3
8183,other,1355.0,2.0,115.0,2
8184,other,600.0,1.0,50.0,1
8185,other,1875.0,3.0,165.0,3
8186,other,600.0,2.0,55.0,2
8189,other,1750.0,3.0,120.0,3
8192,other,1092.0,2.0,98.5,3
8195,other,1855.0,3.0,225.0,3
8199,other,425.0,1.0,20.03,1
8201,other,600.0,1.0,60.0,1
8202,other,1468.0,2.0,140.0,2
8203,other,4300.0,5.0,550.0,4
8205,other,775.0,2.0,55.0,2
8208,other,1352.0,3.0,135.0,3
8210,other,1200.0,3.0,95.0,4
8211,other,1976.0,3.0,184.0,3
8212,other,5500.0,4.0,600.0,4
8213,other,1200.0,3.0,95.0,3
8216,other,1180.0,2.0,69.0,2
8217,other,686.0,1.0,17.0,1
8219,other,1500.0,4.0,180.0,4
8221,other,1282.0,2.0,87.0,2
8223,other,1500.0,2.0,95.0,3
8224,other,1300.0,1.0,115.0,2
8225,other,530.0,1.0,20.0,1
8226,other,1350.0,2.0,80.0,2
8228,other,2400.0,6.0,125.0,8
8230,other,1141.0,2.0,62.0,2
8233,other,950.0,1.0,40.0,1
8240,other,1480.0,3.0,90.0,3
8241,other,1600.0,3.0,90.0,3
8242,other,1200.0,4.0,135.0,4
8244,other,1500.0,3.0,115.0,3
8245,other,1824.0,3.0,125.0,3
8246,other,750.0,1.0,56.25,1
8253,other,6000.0,5.0,400.0,4
8254,other,2400.0,3.0,170.0,3
8256,other,1500.0,2.0,98.0,3
8257,other,3095.0,3.0,350.0,3
8259,other,1200.0,1.0,28.0,1
8260,other,1500.0,3.0,100.0,3
8262,other,1560.0,5.0,145.0,5
8264,other,1560.0,3.0,188.0,3
8267,other,485.0,1.0,15.0,1
8273,other,1200.0,3.0,130.0,3
8274,other,1050.0,2.0,67.0,2
8275,other,1596.0,3.0,105.0,3
8279,other,1200.0,3.0,85.0,3
8280,other,1132.0,2.0,67.0,2
8282,other,1515.0,3.0,88.0,3
8285,other,1380.0,2.0,80.0,2
8288,other,4346.0,5.0,500.0,4
8290,other,2200.0,3.0,187.0,3
8291,other,3329.0,3.0,330.0,3
8292,other,3600.0,4.0,300.0,4
8293,other,3500.0,3.0,450.0,4
8295,other,1093.0,2.0,65.0,2
8297,other,1535.0,3.0,95.0,3
8299,other,1100.0,2.0,62.7,2
8302,other,2197.0,4.0,280.0,3
8304,other,1100.0,2.0,60.0,2
8305,other,1600.0,3.0,172.0,4
8306,other,1450.0,2.0,85.0,3
8307,other,2000.0,3.0,166.0,4
8311,other,1756.0,3.0,100.0,3
8312,other,1532.0,3.0,92.0,3
8313,other,1650.0,3.0,110.0,3
8314,other,1200.0,2.0,66.0,2
8316,other,1525.0,2.0,122.0,3
8320,other,2400.0,3.0,200.0,4
8321,other,1000.0,2.0,130.0,2
8323,other,3040.0,1.0,180.0,2
8325,other,1390.0,3.0,120.0,3
8327,other,1135.0,2.0,68.0,2
8328,other,900.0,2.0,55.0,2
8332,other,2500.0,3.0,250.0,3
8336,other,1269.72,2.0,68.0,2
8337,other,1168.0,3.0,70.0,3
8339,other,2100.0,4.0,155.0,4
8341,other,1515.0,3.0,93.93,3
8346,other,2700.0,4.0,214.0,6
8347,other,2000.0,3.0,210.0,3
8348,other,2400.0,4.0,300.0,5
8349,other,1760.0,3.0,176.0,3
8350,other,595.0,1.0,42.0,1
8355,other,1170.0,2.0,86.0,2
8356,other,2200.0,4.0,235.0,4
8364,other,1650.0,3.0,175.0,3
8366,other,1670.0,3.0,91.86,3
8370,other,1250.0,2.0,80.0,3
8371,other,1650.0,4.0,160.0,3
8372,other,800.0,2.0,50.0,2
8373,other,1225.0,2.0,150.0,2
8375,other,3675.0,4.0,367.0,4
8376,other,1200.0,2.0,150.0,2
8379,other,1350.0,2.0,80.0,2
8381,other,1614.0,3.0,110.0,3
8382,other,1188.0,2.0,73.0,2
8383,other,1480.0,3.0,90.0,3
8384,other,680.0,2.0,42.0,2
8387,other,955.0,2.0,53.55,2
8389,other,2479.13,3.0,215.0,3
8390,other,1100.0,2.0,106.0,2
8393,other,1925.0,3.0,120.0,3
8394,other,650.0,1.0,26.0,1
8396,other,2000.0,3.0,207.0,3
8397,other,1050.0,2.0,110.0,2
8399,other,2204.0,2.0,305.0,3
8405,other,1685.0,2.0,110.0,3
8407,other,1550.0,3.0,110.0,3
8408,other,500.0,1.0,20.0,1
8410,other,3155.0,4.0,370.0,3
8411,other,1765.0,3.0,105.0,3
8412,other,1265.0,2.0,70.0,2
8413,other,1012.0,2.0,59.0,2
8414,other,2045.0,4.0,154.0,3
8416,other,2400.0,4.0,280.0,6
8417,other,581.91,2.0,25.0,1
8418,other,1158.0,2.0,85.0,3
8419,other,925.0,2.0,51.0,2
8420,other,1415.0,2.0,110.0,2
8423,other,4750.0,5.0,600.0,4
8424,other,1840.0,3.0,155.0,3
8425,other,1350.0,2.0,185.0,2
8426,other,824.0,2.0,60.0,2
8427,other,1340.0,2.0,100.0,3
8428,other,1620.0,2.0,110.0,3
8429,other,1533.0,3.0,115.0,3
8430,other,1560.0,3.0,85.0,3
8432,other,750.0,1.0,25.0,1
8433,other,1375.0,2.0,85.0,3
8440,other,1500.0,3.0,88.0,3
8442,other,1140.0,2.0,76.0,2
8443,other,1198.0,2.0,84.0,2
8444,other,4000.0,4.0,520.0,4
8446,other,1370.0,2.0,75.0,2
8450,other,1000.0,1.0,55.0,2
8451,other,1200.0,2.0,125.0,2
8455,other,1050.0,1.0,70.0,1
8456,other,1200.0,2.0,80.0,3
8464,other,400.0,1.0,14.0,1
8466,other,1575.0,4.0,150.0,5
8468,other,4800.0,5.0,629.0,4
8469,other,1200.0,2.0,70.0,2
8471,other,1100.0,2.0,60.0,2
8473,other,1300.0,2.0,79.0,2
8475,other,3500.0,4.0,350.0,4
8477,other,1000.0,2.0,110.0,3
8484,other,2400.0,3.0,260.0,3
8485,other,1533.0,3.0,85.0,3
8488,other,1452.55,2.0,110.0,2
8489,other,2357.0,3.0,151.0,3
8490,other,1170.0,2.0,105.0,2
8491,other,1411.0,3.0,91.72,3
8493,other,3095.0,3.0,375.0,3
8495,other,1100.0,3.0,78.0,3
8497,other,3600.0,4.0,365.0,4
8500,other,1945.0,3.0,120.0,3
8502,other,1650.0,3.0,165.0,3
8503,other,1550.0,2.0,150.0,3
8505,other,1150.0,2.0,75.0,3
8506,other,1200.0,3.0,74.0,3
8507,other,1229.0,3.0,86.03,3
8508,other,1030.0,2.0,61.0,2
8509,other,600.0,1.0,32.0,1
8510,other,1165.0,2.0,135.0,2
8513,other,3000.0,4.0,240.0,4
8515,other,1315.0,2.0,90.0,2
8516,other,1210.0,2.0,72.0,2
8517,other,11338.0,9.0,1000.0,6
8519,other,30000.0,4.0,2100.0,4
8521,other,1170.0,2.0,68.0,2
8522,other,1600.0,2.0,110.0,2
8524,other,1370.0,2.0,75.0,3
8526,other,1980.0,3.0,224.0,3
8528,other,1700.0,3.0,97.0,3
8529,other,1900.0,3.0,160.0,3
8531,other,1100.0,2.0,75.0,2
8532,other,1929.0,3.0,115.0,3
8533,other,3161.0,4.0,214.0,4
8535,other,3515.0,3.0,420.0,3
8537,other,1100.0,2.0,70.0,2
8541,other,700.0,1.0,41.0,1
8546,other,3000.0,3.0,250.0,3
8547,other,1100.0,2.0,61.0,2
8548,other,1260.0,1.0,41.0,1
8549,other,1500.0,1.0,37.5,1
8550,other,600.0,1.0,17.0,1
8552,other,1165.0,2.0,75.0,2
8553,other,1272.0,4.0,75.0,3
8555,other,1600.0,5.0,140.0,5
8557,other,1000.0,2.0,65.0,3
8559,other,2400.0,4.0,325.0,3
8561,other,1463.0,1.0,142.0,2
8563,other,2401.0,3.0,185.0,3
8564,other,1875.0,2.0,235.0,3
8566,other,890.0,1.0,75.0,1
8569,other,2400.0,3.0,290.0,3
8571,other,1690.0,3.0,100.0,3
8574,other,1350.0,2.0,90.0,2
8575,other,1460.0,3.0,88.0,3
8576,other,1685.0,3.0,95.0,3
8577,other,800.0,1.0,52.0,1
8578,other,4000.0,5.0,280.0,4
8580,other,792.0,2.0,70.0,2
8583,other,2400.0,5.0,235.0,5
8586,other,461.82,1.0,31.7,1
8587,other,1500.0,2.0,85.0,3
8590,other,1260.0,2.0,75.0,2
8592,other,12000.0,12.0,525.0,10
8594,other,2820.0,3.0,285.0,3
8595,other,1950.0,3.0,130.0,3
8597,other,1350.0,2.0,140.0,3
8598,other,4051.0,4.0,345.0,4
8599,other,2100.0,3.0,170.0,3
8600,other,1991.0,3.0,160.0,3
8602,other,1200.0,3.0,66.0,3
8604,other,3000.0,4.0,342.0,4
8605,other,2400.0,6.0,245.0,6
8607,other,1375.0,2.0,105.0,2
8608,other,1693.0,3.0,108.0,3
8615,other,1150.0,2.0,77.5,3
8619,other,1058.0,2.0,60.0,2
8620,other,900.0,1.0,30.0,1
8621,other,1672.0,3.0,150.0,3
8624,other,1250.0,3.0,139.0,3
8625,other,1468.0,3.0,130.0,2
8629,other,1480.0,2.0,145.0,3
8632,other,2280.0,3.0,285.0,3
8633,other,2000.0,3.0,200.0,3
8636,other,1080.0,2.0,75.0,3
8637,other,2400.0,2.0,150.0,3
8639,other,1125.0,2.0,75.0,2
8640,other,1596.0,3.0,95.0,3
8641,other,1639.0,3.0,123.0,3
8643,other,1740.0,3.0,199.0,3
8644,other,1372.0,2.0,90.0,3
8646,other,6200.0,5.0,720.0,5
8649,other,925.0,2.0,63.0,2
8650,other,1200.0,3.0,95.0,4
8651,other,1200.0,2.0,79.0,2
8652,other,2500.0,3.0,270.0,3
8653,other,1584.0,3.0,145.0,4
8654,other,1570.0,3.0,115.0,3
8655,other,3000.0,3.0,400.0,3
8659,other,1750.0,3.0,180.0,3
8660,other,1500.0,1.0,160.0,2
8661,other,2100.0,6.0,275.0,6
8663,other,705.0,1.0,36.5,1
8664,other,1340.0,3.0,77.0,3
8668,other,1260.0,1.0,41.0,1
8669,other,1200.0,2.0,125.0,2
8670,other,1270.0,2.0,175.0,4
8671,other,1200.0,3.0,130.0,3
8672,other,3595.0,6.0,360.0,4
8674,other,3100.0,5.0,385.0,4
8676,other,1200.0,4.0,150.0,4
8677,other,3259.0,3.0,270.0,3
8680,other,596.0,1.0,42.0,1
8681,other,10000.0,16.0,550.0,16
8682,other,1200.0,4.0,110.0,4
8683,other,1910.0,3.0,190.0,3
8686,other,1750.0,3.0,149.0,3
8688,other,985.0,2.0,63.0,2
8689,other,1300.0,2.0,129.0,2
8690,other,1490.0,2.0,88.0,3
8694,other,650.0,1.0,30.0,1
8695,other,1500.0,2.0,89.99,3
8696,other,1350.0,4.0,145.0,4
8697,other,910.0,1.0,42.0,1
8700,other,532.0,1.0,22.49,1
8701,other,1060.0,3.0,62.0,3
8703,other,1550.0,2.0,160.0,2
8707,other,1000.0,2.0,80.0,2
8709,other,1500.0,2.0,97.0,3
8710,other,1865.0,4.0,140.0,3
8712,other,3500.0,4.0,245.0,4
8716,other,1320.0,2.0,73.0,3
8717,other,2150.0,6.0,205.0,6
8720,other,675.0,3.0,52.0,2
8721,other,1801.0,3.0,139.0,3
8723,other,2990.0,4.0,324.0,4
8724,other,2400.0,2.0,160.0,2
8726,other,1150.0,2.0,75.0,2
8727,other,1200.0,3.0,165.0,3
8734,other,1390.0,2.0,80.0,3
8735,other,1550.0,2.0,90.0,3
8738,other,1500.0,4.0,110.0,4
8740,other,1839.0,3.0,165.0,3
8742,other,900.0,2.0,70.0,2
8744,other,1500.0,3.0,149.0,3
8747,other,750.0,2.0,50.0,1
8748,other,600.0,3.0,75.0,2
8749,other,1605.0,2.0,85.0,3
8752,other,1500.0,1.0,19.5,1
8754,other,1200.0,2.0,70.0,2
8755,other,1200.0,2.0,160.0,2
8756,other,1904.0,3.0,155.0,3
8757,other,2770.0,4.0,315.0,3
8758,other,813.0,1.0,39.0,1
8761,other,1630.0,2.0,97.78,3
8763,other,2425.0,4.0,173.0,4
8767,other,1280.0,2.0,75.0,2
8768,other,735.0,1.0,75.0,1
8769,other,500.0,1.0,24.0,1
8771,other,1200.0,4.0,145.0,3
8772,other,1200.0,2.0,100.0,2
8773,other,1200.0,3.0,160.0,3
8774,other,1265.0,2.0,82.0,3
8777,other,1850.0,3.0,98.0,3
8778,other,2360.0,4.0,150.0,4
8779,other,1030.0,2.0,77.25,2
8781,other,2000.0,3.0,160.0,3
8782,other,1575.0,3.0,93.0,3
8783,other,1300.0,2.0,70.0,3
8785,other,1380.0,2.0,75.0,2
8790,other,3100.0,3.0,250.0,3
8791,other,1190.0,2.0,100.0,2
8792,other,1827.0,3.0,100.0,3
8793,other,1500.0,3.0,95.0,3
8794,other,1180.0,2.0,63.0,2
8799,other,1645.0,3.0,95.0,3
8800,other,1200.0,4.0,140.0,4
8803,other,1097.0,2.0,65.0,2
8804,other,1600.0,3.0,165.0,4
8806,other,900.0,2.0,110.0,2
8807,other,1200.0,2.0,125.0,2
8808,other,1355.0,2.0,75.0,2
8810,other,7500.0,4.0,900.0,4
8813,other,4104.0,4.0,360.0,4
8816,other,2080.0,2.0,150.0,2
8817,other,1505.0,2.0,90.0,2
8818,other,1200.0,3.0,95.75,3
8819,other,1810.0,4.0,148.0,3
8821,other,1530.0,2.0,97.0,3
8826,other,1500.0,2.0,130.0,3
8830,other,1400.0,2.0,80.0,2
8831,other,1533.0,3.0,150.0,3
8833,other,3730.0,6.0,450.0,4
8834,other,745.0,2.0,50.0,2
8836,other,1355.0,2.0,95.0,2
8837,other,833.0,1.0,49.0,1
8839,other,3000.0,5.0,270.0,4
8840,other,1220.0,2.0,68.0,2
8841,other,3811.0,3.0,475.0,4
8842,other,1545.0,3.0,85.0,3
8844,other,1350.0,2.0,110.0,2
8846,other,1200.0,2.0,68.0,3
8848,other,2000.0,4.0,180.0,5
8852,other,1280.0,4.0,115.0,4
8853,other,1200.0,3.0,85.0,3
8855,other,1655.0,3.0,155.0,3
8856,other,1150.0,2.0,74.0,2
8858,other,1200.0,2.0,108.0,3
8859,other,1200.0,2.0,75.0,2
8864,other,1500.0,2.0,203.0,2
8867,other,4500.0,9.0,500.0,9
8870,other,1550.0,3.0,160.0,3
8873,other,1758.0,3.0,95.0,3
8874,other,3179.0,5.0,351.0,4
8876,other,1200.0,3.0,85.0,2
8878,other,1800.0,3.0,140.0,3
8881,other,3900.0,4.0,333.0,4
8882,other,2400.0,4.0,200.0,3
8883,other,1645.0,3.0,87.5,3
8885,other,2600.0,3.0,140.0,3
8886,other,950.0,2.0,60.0,2
8892,other,1900.0,3.0,205.0,3
8894,other,1402.0,2.0,85.0,3
8896,other,2100.0,3.0,240.0,3
8900,other,1200.0,3.0,140.0,3
8901,other,814.0,2.0,55.0,2
8904,other,1590.0,3.0,120.0,3
8905,other,3754.0,6.0,430.0,4
8908,other,1450.0,2.0,89.6,3
8910,other,1340.0,2.0,77.0,2
8913,other,1665.0,3.0,105.0,3
8915,other,2300.0,4.0,200.0,4
8916,other,1210.0,2.0,76.0,2
8921,other,1065.0,2.0,58.0,2
8924,other,1636.0,3.0,97.0,3
8925,other,3600.0,4.0,450.0,4
8928,other,1200.0,3.0,72.0,3
8932,other,1000.0,1.0,75.0,2
8935,other,1170.0,2.0,86.0,2
8936,other,4830.0,5.0,390.0,4
8937,other,850.0,2.0,75.0,2
8941,other,2065.0,3.0,130.0,3
8942,other,1150.0,2.0,125.0,2
8945,other,2550.0,4.0,290.0,3
8946,other,3080.0,2.0,285.0,4
8948,other,3400.0,6.0,420.0,4
8949,other,450.0,1.0,25.0,1
8950,other,1100.0,2.0,85.0,2
8955,other,1036.0,2.0,110.0,2
8958,other,1376.0,4.0,156.0,4
8963,other,1080.0,2.0,62.0,2
8967,other,1475.0,2.0,200.0,3
8968,other,1200.0,3.0,96.25,3
8970,other,2631.0,3.0,200.0,4
8971,other,830.0,2.0,60.0,2
8972,other,1500.0,2.0,88.0,2
8975,other,856.0,2.0,48.0,2
8976,other,1143.0,2.0,62.0,2
8978,other,1117.0,2.0,110.0,2
8979,other,600.0,1.0,43.0,1
8983,other,1200.0,3.0,70.0,3
8984,other,2675.0,4.0,290.0,4
8988,other,1477.0,2.0,80.0,3
8989,other,3500.0,5.0,450.0,4
8990,other,1793.0,3.0,98.0,3
8994,other,1020.0,2.0,62.0,2
8995,other,3563.0,6.0,310.0,4
8998,other,3300.0,5.0,318.0,4
8999,other,1200.0,3.0,165.0,3
9003,other,1718.0,3.0,223.0,3
9004,other,1200.0,2.0,75.0,3
9005,other,985.0,2.0,55.0,2
9010,other,1030.0,2.0,80.0,2
9012,other,1150.0,2.0,69.0,2
9015,other,1500.0,2.0,90.0,3
9016,other,900.0,2.0,55.0,2
9021,other,1750.0,2.0,225.0,4
9023,other,1100.0,2.0,78.0,2
9024,other,1180.0,2.0,74.0,2
9026,other,1540.0,3.0,85.0,3
9028,other,1800.0,3.0,230.0,3
9030,other,2000.0,3.0,120.0,3
9031,other,2000.0,3.0,145.0,3
9032,other,500.0,1.0,15.0,1
9038,other,3160.0,4.0,206.0,4
9039,other,922.0,2.0,70.0,2
9040,other,850.0,2.0,72.0,2
9041,other,1200.0,1.0,65.0,2
9043,other,1233.0,2.0,100.0,2
9051,other,1936.0,3.0,110.0,3
9052,other,1652.5,3.0,90.0,3
9054,other,1500.0,3.0,138.0,3
9055,other,700.0,2.0,43.0,2
9056,other,1750.0,3.0,170.0,3
9057,other,1365.0,3.0,99.0,3
9060,other,708.0,1.0,55.0,2
9061,other,1680.0,3.0,135.0,3
9062,other,990.0,2.0,58.0,2
9063,other,1240.0,2.0,100.0,2
9064,other,1810.0,3.0,118.0,3
9065,other,2005.0,3.0,240.0,3
9068,other,1000.0,2.0,97.0,2
9071,other,1430.0,3.0,78.65,3
9073,other,1200.0,2.0,45.0,1
9078,other,840.0,1.0,75.0,1
9079,other,1760.0,2.0,116.0,3
9080,other,3317.5,5.0,268.5,4
9081,other,600.0,1.0,52.0,2
9082,other,1670.0,3.0,160.0,3
9085,other,1200.0,2.0,75.6,3
9086,other,2400.0,5.0,285.0,5
9087,other,2100.0,4.0,150.0,4
9091,other,1550.0,4.0,120.0,4
9092,other,905.0,2.0,50.0,2
9093,other,1495.0,3.0,200.0,3
9095,other,550.0,1.0,23.0,1
9098,other,1080.0,2.0,75.0,3
9100,other,1537.0,3.0,110.0,3
9101,other,1750.0,3.0,150.0,3
9102,other,2800.0,7.0,250.0,7
9104,other,1191.0,2.0,90.0,2
9107,other,2849.0,5.0,250.0,4
9112,other,827.0,2.0,45.0,2
9119,other,1205.0,2.0,70.0,2
9123,other,2200.0,4.0,160.0,3
9126,other,1900.0,3.0,155.0,3
9127,other,1200.0,1.0,95.0,2
9129,other,1100.0,2.0,61.0,2
9130,other,1100.0,2.0,110.0,2
9131,other,1942.0,3.0,155.0,3
9132,other,1200.0,4.0,80.0,3
9135,other,1515.0,3.0,90.0,3
9138,other,1200.0,4.0,95.0,4
9144,other,1200.0,1.0,69.0,1
9145,other,1717.0,3.0,99.0,3
9147,other,1200.0,1.0,48.0,1
9148,other,1430.0,2.0,78.65,3
9150,other,1190.0,2.0,70.0,2
9152,other,2690.0,4.0,185.0,4
9153,other,1594.0,3.0,99.0,3
9154,other,1250.0,2.0,68.0,2
9155,other,1290.0,1.0,77.5,2
9157,other,1464.0,2.0,145.0,2
9158,other,1200.0,2.0,75.0,2
9161,other,1485.0,2.0,156.0,3
9162,other,2070.0,3.0,135.0,3
9165,other,800.0,2.0,55.0,2
9167,other,1480.0,2.0,125.0,3
9169,other,1500.0,2.0,130.0,2
9170,other,2010.0,3.0,125.0,3
9171,other,1504.0,2.0,100.0,3
9173,other,1602.0,2.0,165.0,3
9174,other,1200.0,4.0,130.0,4
9175,other,1800.0,3.0,220.0,3
9181,other,1862.0,3.0,120.0,3
9182,other,2700.0,3.0,200.0,3
9183,other,1677.0,3.0,98.0,3
9185,other,1490.0,2.0,115.0,3
9187,other,1740.0,3.0,120.0,3
9188,other,1020.0,2.0,60.0,2
9189,other,550.0,1.0,16.0,1
9192,other,3664.0,3.0,325.0,3
9193,other,690.0,2.0,42.0,2
9194,other,1520.0,3.0,111.0,3
9196,other,1200.0,4.0,86.0,4
9197,other,1250.0,2.0,90.0,2
9198,other,1900.0,2.0,190.0,3
9201,other,1602.0,2.0,170.0,3
9202,other,1230.0,2.0,70.0,2
9203,other,1600.0,3.0,95.0,3
9204,other,450.0,1.0,60.0,1
9205,other,600.0,2.0,23.0,1
9206,other,3463.0,6.0,310.0,4
9207,other,1200.0,2.0,85.0,2
9210,other,2000.0,4.0,130.0,3
9211,other,1350.0,4.0,140.0,4
9214,other,1175.0,2.0,79.0,2
9216,other,1112.0,2.0,68.0,2
9219,other,1158.0,2.0,75.0,2
9222,other,1200.0,2.0,90.0,2
9223,other,1266.67,2.0,69.0,2
9225,other,2000.0,2.0,160.0,2
9229,other,2679.0,5.0,280.0,4
9230,other,1230.0,2.0,75.0,2
9232,other,3150.0,5.0,145.0,8
9233,other,2400.0,2.0,135.0,2
9234,other,880.0,2.0,48.0,2
9239,other,1022.0,2.0,57.0,2
9240,other,1200.0,2.0,76.0,2
9243,other,1605.0,3.0,100.0,3
9244,other,1542.0,3.0,98.0,3
9247,other,1333.0,2.0,77.27,2
9248,other,1100.0,3.0,110.0,3
9249,other,1050.0,2.0,70.0,2
9253,other,1200.0,4.0,165.0,4
9254,other,1100.0,2.0,145.0,3
9256,other,1200.0,3.0,99.0,3
9259,other,1000.0,2.0,60.0,2
9260,other,5720.0,3.0,350.0,3
9262,other,1012.0,2.0,59.0,2
9265,other,1200.0,4.0,140.0,4
9266,other,600.0,2.0,39.0,2
9269,other,1700.0,3.0,111.0,3
9273,other,1780.0,3.0,110.0,3
9275,other,1080.0,3.0,149.0,3
9276,other,900.0,2.0,65.0,3
9278,other,1200.0,3.0,160.0,4
9279,other,1540.0,3.0,85.0,3
9280,other,2456.0,3.0,220.0,3
9282,other,1530.0,2.0,185.0,2
9285,other,1717.0,3.0,120.0,3
9288,other,1475.0,2.0,171.0,2
9290,other,650.0,1.0,16.0,1
9292,other,1504.0,2.0,102.0,3
9294,other,1800.0,4.0,145.0,4
9295,other,3000.0,4.0,240.0,4
9297,other,1625.0,3.0,92.0,3
9298,other,2400.0,4.0,250.0,4
9301,other,1490.0,2.0,92.0,3
9303,other,1044.0,2.0,60.0,2
9307,other,1567.2,2.0,190.0,3
9312,other,1293.0,2.0,75.0,2
9314,other,860.0,2.0,65.5,2
9315,other,1374.0,2.0,88.0,3
9319,other,2000.0,2.0,160.0,4
9320,other,834.0,1.0,62.0,1
9321,other,600.0,1.0,52.0,1
9322,other,2000.0,4.0,135.0,4
9323,other,2750.0,3.0,260.0,3
9327,other,1280.0,2.0,90.0,2
9329,other,2075.0,3.0,175.0,3
9336,other,2274.24,4.0,160.0,3
9338,other,900.0,3.0,105.0,2
9341,other,1350.0,3.0,75.0,3
9343,other,470.0,2.0,10.0,1
9345,other,1313.0,4.0,150.0,3
9346,other,2515.0,4.0,155.0,3
9349,other,2665.0,3.0,350.0,3
9351,other,3500.0,5.0,450.0,4
9358,other,2400.0,5.0,300.0,6
9359,other,3000.0,4.0,130.0,8
9360,other,1235.0,2.0,140.0,2
9361,other,3200.0,3.0,260.0,3
9362,other,1450.0,3.0,90.0,3
9363,other,3754.0,6.0,480.0,4
9364,other,1893.0,3.0,115.0,3
9367,other,1200.0,2.0,100.0,3
9368,other,1205.0,2.0,70.0,2
9369,other,1500.0,3.0,90.0,3
9371,other,1250.0,2.0,67.0,2
9374,other,375.0,1.0,26.0,1
9375,other,800.0,3.0,59.5,2
9377,other,1400.0,2.0,85.0,2
9378,other,1800.0,2.0,100.0,3
9379,other,925.0,2.0,70.0,2
9382,other,3500.0,2.0,350.0,4
9385,other,2100.0,4.0,255.0,3
9386,other,400.0,1.0,35.0,1
9389,other,2400.0,5.0,180.0,4
9390,other,6000.0,1.0,276.0,1
9391,other,825.0,2.0,40.0,1
9393,other,5000.0,5.0,600.0,4
9395,other,4800.0,5.0,420.0,4
9396,other,3400.0,3.0,400.0,3
9397,other,600.0,1.0,33.0,1
9399,other,2600.0,3.0,147.0,3
9401,other,800.0,1.0,72.0,1
9403,other,1225.0,2.0,82.0,3
9404,other,655.0,1.0,27.0,1
9405,other,1196.0,2.0,96.0,2
9406,other,927.0,2.0,50.0,2
9407,other,600.0,1.0,18.0,1
9409,other,2800.0,4.0,200.0,4
9412,other,800.0,2.0,85.0,2
9413,other,985.0,2.0,57.0,2
9414,other,6000.0,12.0,150.0,11
9416,other,600.0,2.0,80.0,2
9417,other,1503.0,2.0,93.0,3
9422,other,1768.0,3.0,95.0,3
9423,other,3060.0,4.0,350.0,4
9424,other,800.0,1.0,32.0,1
9426,other,600.0,1.0,35.0,1
9427,other,1010.0,2.0,55.0,2
9430,other,3978.0,4.0,428.0,4
9433,other,2008.0,3.0,170.0,3
9434,other,2095.0,3.0,142.0,3
9436,other,1600.0,2.0,88.0,3
9437,other,1350.0,4.0,160.0,4
9438,other,500.0,1.0,20.0,1
9439,other,1280.0,2.0,100.0,3
9440,other,1650.0,3.0,110.0,3
9443,other,1044.0,2.0,85.0,2
9445,other,840.0,1.0,99.0,2
9448,other,3870.0,4.0,411.0,4
9450,other,1835.0,3.0,175.0,3
9453,other,425.0,1.0,15.0,1
9456,other,2380.0,4.0,242.0,4
9457,other,900.0,1.0,70.0,2
9458,other,1517.0,2.0,125.0,2
9460,other,3602.0,4.0,280.0,4
9461,other,2159.0,3.0,120.0,3
9462,other,1200.0,3.0,72.0,3
9463,other,1850.0,3.0,175.0,6
9464,other,510.0,1.0,34.0,1
9465,other,1166.0,2.0,65.0,2
9466,other,2700.0,2.0,260.0,3
9467,other,1350.0,2.0,175.0,3
9469,other,940.0,2.0,56.0,2
9472,other,1645.0,3.0,95.0,3
9474,other,1000.0,2.0,63.0,2
9476,other,1998.0,3.0,117.0,3
9479,other,1804.0,3.0,150.0,3
9480,other,1350.0,3.0,81.0,3
9482,other,3000.0,3.0,300.0,4
9486,other,1200.0,4.0,110.0,4
9488,other,1217.0,2.0,164.0,2
9491,other,600.0,1.0,45.0,1
9492,other,672.0,1.0,27.0,1
9493,other,1280.0,3.0,87.0,3
9495,other,1567.0,3.0,100.0,3
9496,other,2350.0,3.0,210.0,3
9499,other,560.0,1.0,19.0,1
9501,other,520.0,2.0,29.0,1
9502,other,1950.0,3.0,230.0,3
9503,other,600.0,1.0,58.0,1
9504,other,1000.0,1.0,19.0,1
9506,other,375.0,1.0,40.0,1
9508,other,2000.0,2.0,120.0,2
9509,other,1220.0,2.0,65.0,2
9513,other,1130.0,2.0,74.0,2
9514,other,1407.0,2.0,83.87,2
9516,other,1350.0,4.0,160.0,4
9517,other,2375.0,3.0,260.0,4
9518,other,1200.0,2.0,67.0,2
9519,other,1872.0,3.0,152.0,3
9520,other,1400.0,3.0,90.0,3
9521,other,812.0,1.0,26.0,1
9523,other,600.0,2.0,35.0,1
9537,other,1800.0,4.0,115.0,3
